-----根进度图片-----,---根进度图片--,,-----配方列表-----,-----配方列表-----
red_sandstone_smooth,平滑红沙石,,minecraft:iron_leggings,铁护腿
red_sandstone_top,红沙石顶部,,minecraft:iron_nugget,铁粒
redstone_block,红石块,,minecraft:iron_pickaxe,铁镐
redstone_dust_overlay,红石线,,minecraft:iron_shovel,铁楸
redstone_lamp_off,红石灯-关,,minecraft:iron_sword,铁剑
redstone_lamp_on,红石灯-亮,,minecraft:iron_trapdoor,铁活板门
redstone_ore,红石矿,,minecraft:item_frame,物品展示框
sand,沙子,,minecraft:jukebox,唱片机
sandstone_bottom,沙石底部,,minecraft:jungle_boat,从林木船
sandstone_carved,錾制沙石,,minecraft:jungle_door,从林木门
sandstone_normal,沙石,,minecraft:jungle_fence,从林木栅栏
sandstone_smooth,平滑沙石,,minecraft:jungle_fence_gate,从林木栅栏门
sandstone_top,沙石顶部,,minecraft:jungle_planks,从林木板
shulker_top_black,黑色潜影盒,,minecraft:jungle_stairs,从林木楼梯
shulker_top_blue,蓝色潜影盒,,minecraft:jungle_wooden_slab,从林木台阶
shulker_top_brown,棕色潜影盒,,minecraft:ladder,楼子
shulker_top_cyan,青色潜影盒,,minecraft:lapis_block,青金石块
shulker_top_gray,灰色潜影盒,,minecraft:lapis_lazuli,青金石
shulker_top_green,绿色潜影盒,,minecraft:lead,拴绳
shulker_top_light_blue,淡蓝色潜影盒,,minecraft:leather,皮革
shulker_top_lime,黄绿色潜影盒,,minecraft:leather_boots,皮革靴子
shulker_top_magenta,品红色潜影盒,,minecraft:leather_chestplate,皮革胸甲
shulker_top_orange,橙色潜影盒,,minecraft:leather_helmet,皮革头盔
shulker_top_pink,粉色潜影盒,,minecraft:leather_leggings,皮革护腿
shulker_top_purple,紫色潜影盒,,minecraft:lever,拉杆
shulker_top_red,红色潜影盒,,minecraft:light_blue_banner,亮蓝色旗帜
shulker_top_silver,灰色潜影盒,,minecraft:light_blue_bed,亮蓝色床
shulker_top_white,白色潜影盒,,minecraft:light_blue_bed_from_white_bed,把白色的床做成亮蓝色床
shulker_top_yellow,黄色潜影盒,,minecraft:light_blue_carpet,亮蓝色地毯
slime,史莱姆块,,minecraft:light_blue_concrete_powder,亮蓝色混泥土粉末
snow,雪,,minecraft:light_blue_dye_from_blue_orchid,把兰花做成亮蓝色染料
soul_sand,灵魂沙,,minecraft:light_blue_dye_from_lapis_bonemeal,把青金石和骨粉做成亮蓝色染料
sponge,干海绵,,minecraft:light_blue_stained_glass,亮蓝色玻璃
sponge_wet,湿海绵,,minecraft:light_blue_stained_glass_pane,亮蓝色玻璃板
stone,石头,,minecraft:light_blue_stained_hardened_clay,亮蓝色陶瓦
stone_andesite,安山岩,,minecraft:light_blue_wool,亮蓝色羊毛
stone_andesite_smooth,磨制安山岩,,minecraft:light_gray_banner,亮蓝色旗帜
stone_diorite,闪长岩,,minecraft:light_gray_bed,亮蓝色床
stone_diorite_smooth,磨制闪长岩,,minecraft:light_gray_bed_from_white_bed,从白床做成亮灰色床
stone_granite,花岗岩,,minecraft:light_gray_carpet,亮灰色地毯
stone_granite_smooth,磨制花岗岩,,minecraft:light_gray_concrete_powder,淡灰色混泥土粉末
stone_slab_side,石台阶侧面,,minecraft:light_gray_dye_from_azure_bluet,把雏菊做成亮灰色染料
stone_slab_top,石台阶顶部,,minecraft:light_gray_dye_from_gray_bonemeal,把灰色染料和骨粉做成亮灰色染料
stonebrick,石砖,,minecraft:light_gray_dye_from_ink_bonemeal,用墨囊和骨粉做成亮灰色染料
stonebrick_carved,錾制石砖,,minecraft:light_gray_dye_from_oxeye_daisy,用茜草花或滨菊或白色郁金香做淡灰色染料
stonebrick_cracked,碎裂的石砖,,minecraft:light_gray_dye_from_white_tulip,把白色郁金香做成淡灰色颜料
stonebrick_mossy,苔石砖,,minecraft:light_gray_stained_glass,淡灰色染色玻璃
tnt_side,TNT侧面,,minecraft:light_gray_stained_glass_pane,淡灰色玻璃板
wool_colored_black,黑色羊毛,,minecraft:light_gray_stained_hardened_clay,淡灰色陶瓦
wool_colored_blue,蓝色羊毛,,minecraft:light_gray_wool,淡灰色羊毛
wool_colored_brown,棕色羊毛,,minecraft:light_weighted_pressure_plate,轻质压力板
wool_colored_cyan,青色羊毛,,minecraft:lime_banner,黄绿色旗帜
wool_colored_gray,灰色羊毛,,minecraft:lime_bed,黄绿色床
wool_colored_green,绿色羊毛,,minecraft:lime_bed_from_white_bed,把白床做成黄绿色床
wool_colored_light_blue,淡蓝色羊毛,,minecraft:lime_carpet,黄绿色地毯
wool_colored_lime,黄绿色羊毛,,minecraft:lime_concrete_powder,黄绿色混凝土粉末
wool_colored_magenta,品红色羊毛,,minecraft:lime_dye,黄绿色染料
wool_colored_orange,橙色羊毛,,minecraft:lime_stained_glass,黄绿色染色玻璃
wool_colored_pink,粉色羊毛,,minecraft:lime_stained_glass_pane,黄绿色染色玻璃板
wool_colored_purple,紫色羊毛,,minecraft:lime_stained_hardened_clay,黄绿色陶瓦
wool_colored_red,红色羊毛,,minecraft:lime_wool,黄绿色羊毛
wool_colored_silver,灰色羊毛,,minecraft:lit_pumpkin,南瓜灯
wool_colored_white,白色羊毛,,minecraft:magenta_banner,品红色旗帜
wool_colored_yellow,黄色羊毛,,minecraft:magenta_bed,品红色床
,,,minecraft:magenta_bed_from_white_bed,把白床做成品红色床
,,,minecraft:magenta_carpet,品红色地毯
,,,minecraft:magenta_concrete_powder,品红色混凝土粉末
,,,minecraft:magenta_dye_from_allium,把绒球葱或欧丁香做成品红染料
,,,minecraft:magenta_dye_from_lapis_ink_bonemeal,用墨囊，骨粉，青金石做成品红染料
,,,minecraft:magenta_dye_from_lapis_red_pink,用青金石，红色染料，粉红色染料做成品红染料
,,,minecraft:magenta_dye_from_lilac,把青金石做成品红染料
,,,minecraft:magenta_dye_from_purple_and_pink,用紫色染料和粉色染料做成品红染料
,,,minecraft:magenta_stained_glass,品红玻璃
,,,minecraft:magenta_stained_glass_pane,品红玻璃板
,,,minecraft:magenta_stained_hardened_clay,品红陶瓦
,,,minecraft:magenta_wool,品红羊毛
,,,minecraft:magma,岩浆块
,,,minecraft:magma_cream,岩浆膏
,,,minecraft:map,地图
,,,minecraft:mapcloning,复制地图
,,,minecraft:mapextending,扩展地图
,,,minecraft:melon_block,西瓜
,,,minecraft:melon_seeds,西瓜种子
,,,minecraft:minecart,矿车
,,,minecraft:mossy_cobblestone,苔石
,,,minecraft:mossy_cobblestone_wall,苔石墙
,,,minecraft:mossy_stonebrick,苔石砖
,,,minecraft:mushroom_stew,蘑菇煲
,,,minecraft:nether_brick,地狱砖
,,,minecraft:nether_brick_fence,地狱栅栏
,,,minecraft:nether_brick_slab,地狱台阶
,,,minecraft:nether_brick_stairs,地狱楼梯
,,,minecraft:nether_wart_block,地狱疣
,,,minecraft:noteblock,音符盒
,,,minecraft:oak_planks,橡木板
,,,minecraft:oak_stairs,橡木楼梯
,,,minecraft:oak_wooden_slab,橡木台阶
,,,minecraft:observer,观察者
,,,minecraft:orange_banner,橙色旗帜
,,,minecraft:orange_bed,橙色床
,,,minecraft:orange_bed_from_white_bed,把白床做成橙色床
,,,minecraft:orange_carpet,橙色地毯
,,,minecraft:orange_concrete_powder,橙色混泥土粉末
,,,minecraft:orange_dye_from_orange_tulip,把橙色康乃馨做成橙色染料
,,,minecraft:orange_dye_from_red_yellow,把红色染料和黄色染料做成橙色染料
,,,minecraft:orange_stained_glass,橙色染色玻璃
,,,minecraft:orange_stained_glass_pane,橙色染色玻璃板
,,,minecraft:orange_stained_hardened_clay,橙色陶瓦
,,,minecraft:orange_wool,橙色羊毛
,,,minecraft:painting,画
,,,minecraft:paper,纸
,,,minecraft:pillar_quartz_block,竖纹石英块
,,,minecraft:pink_banner,粉色旗帜
,,,minecraft:pink_bed,粉色床
,,,minecraft:pink_bed_from_white_bed,把白床做成粉色的床
,,,minecraft:pink_carpet,粉色地毯
,,,minecraft:pink_concrete_powder,粉色混泥土粉末
,,,minecraft:pink_dye_from_peony,把牡丹做成粉色染料
,,,minecraft:pink_dye_from_pink_tulip,把粉色康乃馨做成粉色染料
,,,minecraft:pink_dye_from_red_bonemeal,用骨粉和红色染料做粉色染料
,,,minecraft:pink_stained_glass,粉色玻璃
,,,minecraft:pink_stained_glass_pane,粉色玻璃板
,,,minecraft:pink_stained_hardened_clay,粉色陶瓦
,,,minecraft:pink_wool,粉色羊毛
,,,minecraft:piston,药水
,,,minecraft:polished_andesite,磨制安山岩
,,,minecraft:polished_diorite,磨制闪长岩
,,,minecraft:polished_granite,磨制花岗岩
,,,minecraft:prismarine,海晶块
,,,minecraft:prismarine_bricks,海晶砖
,,,minecraft:pumpkin_pie,南瓜派
,,,minecraft:pumpkin_seeds,南瓜种子
,,,minecraft:purple_banner,紫色旗帜
,,,minecraft:purple_bed,紫色床
,,,minecraft:purple_bed_from_white_bed,把白床做成紫色床
,,,minecraft:purple_carpet,紫色地毯
,,,minecraft:purple_concrete_powder,紫色混泥土粉末
,,,minecraft:purple_dye,紫色染料
,,,minecraft:purple_shulker_box,紫色潜影盒
,,,minecraft:purple_stained_glass,紫色玻璃
,,,minecraft:purple_stained_glass_pane,紫色玻璃板
,,,minecraft:purple_stained_hardened_clay,紫色陶瓦
,,,minecraft:purple_wool,紫色羊毛
,,,minecraft:purpur_block,紫珀块
,,,minecraft:purpur_pillar,竖纹紫珀块
,,,minecraft:purpur_slab,紫珀块台阶
,,,minecraft:purpur_stairs,紫珀块楼梯
,,,minecraft:quartz_block,石英块
,,,minecraft:quartz_slab,石英台阶
,,,minecraft:quartz_stairs,石英楼梯
,,,minecraft:rabbit_stew_from_brown_mushroom,把棕色蘑菇做成兔肉煲
,,,minecraft:rabbit_stew_from_red_mushroom,把红色蘑菇做成蘑菇煲
,,,minecraft:rail,铁轨
,,,minecraft:red_banner,红色旗帜
,,,minecraft:red_bed,红色床
,,,minecraft:red_bed_from_white_bed,把白床做成红色床
,,,minecraft:red_carpet,红色地毯
,,,minecraft:red_concrete_powder,红色混凝土粉末
,,,minecraft:red_dye_from_beetroot,用甜菜根做成红色染料
,,,minecraft:red_dye_from_poppy,用虞美人做成红色染料
,,,minecraft:red_dye_from_rose_bush,用玫瑰丛做成红色染料
,,,minecraft:red_dye_from_tulip,用郁金香做成红色染料
,,,minecraft:red_nether_brick,红色地狱砖
,,,minecraft:red_sandstone,红沙石
,,,minecraft:red_sandstone_slab,红沙石台阶
,,,minecraft:red_sandstone_stairs,红沙石楼梯
,,,minecraft:red_stained_glass,红色染色玻璃
,,,minecraft:red_stained_glass_pane,红色染色玻璃板
,,,minecraft:red_stained_hardened_clay,红色陶瓦
,,,minecraft:red_wool,红色羊毛
,,,minecraft:redstone,红石
,,,minecraft:redstone_block,红石块
,,,minecraft:redstone_lamp,红石灯
,,,minecraft:redstone_torch,红石火把
,,,minecraft:repairitem,修复物品
,,,minecraft:repeater,中继器
,,,minecraft:sandstone,沙石
,,,minecraft:sandstone_slab,沙石台阶
,,,minecraft:sandstone_stairs,沙石楼梯
,,,minecraft:sea_lantern,水晶灯
,,,minecraft:shears,剪刀
,,,minecraft:shield,盾
,,,minecraft:shielddecoration,染色盾
,,,minecraft:shulkerboxcoloring,染色潜影盒
,,,minecraft:sign,告示牌
,,,minecraft:slime,史莱姆块
,,,minecraft:slime_ball,史莱姆粘液
,,,minecraft:smooth_red_sandstone,平滑红沙石
,,,minecraft:smooth_sandstone,平滑沙石
,,,minecraft:snow,雪
,,,minecraft:snow_layer,雪
,,,minecraft:speckled_melon,闪烁的西瓜
,,,minecraft:spectral_arrow,光灵箭
,,,minecraft:spruce_boat,云杉木船
,,,minecraft:spruce_door,云杉木门
,,,minecraft:spruce_fence,云杉木栅栏
,,,minecraft:spruce_fence_gate,云杉木栅栏门
,,,minecraft:spruce_planks,云杉木木板
,,,minecraft:spruce_stairs,云杉木楼梯
,,,minecraft:spruce_wooden_slab,云杉木台阶
,,,minecraft:stick,木棍
,,,minecraft:sticky_piston,黏性活塞
,,,minecraft:stone_axe,石斧
,,,minecraft:stone_brick_slab,石砖台阶
,,,minecraft:stone_brick_stairs,石砖楼梯
,,,minecraft:stone_button,石按钮
,,,minecraft:stone_hoe,石锄
,,,minecraft:stone_pickaxe,石镐
,,,minecraft:stone_pressure_plate,石质压力板
,,,minecraft:stone_shovel,石锹
,,,minecraft:stone_slab,石台阶
,,,minecraft:stone_stairs,石楼梯
,,,minecraft:stone_sword,石剑
,,,minecraft:stonebrick,石砖
,,,minecraft:string_to_wool,把线做成羊毛
,,,minecraft:sugar,糖
,,,minecraft:tippedarrow,药箭
,,,minecraft:tnt,TNT
,,,minecraft:tnt_minecart,TNT矿车
,,,minecraft:torch,火把
,,,minecraft:trapdoor,活板门
,,,minecraft:trapped_chest,陷阱箱
,,,minecraft:tripwire_hook,绊线钩
,,,minecraft:wheat,小麦
,,,minecraft:white_banner,白色旗帜
,,,minecraft:white_bed,白色床
,,,minecraft:white_carpet,白色地毯
,,,minecraft:white_concrete_powder,白色混凝土粉末
,,,minecraft:white_stained_glass,白色染色玻璃
,,,minecraft:white_stained_glass_pane,白色染色玻璃板
,,,minecraft:white_stained_hardened_clay,白色陶瓦
,,,minecraft:wooden_axe,木斧
,,,minecraft:wooden_button,木按钮
,,,minecraft:wooden_door,木门
,,,minecraft:wooden_hoe,木锄
,,,minecraft:wooden_pickaxe,木镐
,,,minecraft:wooden_pressure_plate,木质压力板
,,,minecraft:wooden_shovel,木锹
,,,minecraft:wooden_sword,木剑
,,,minecraft:writable_book,书与笔
,,,minecraft:yellow_banner,黄色旗帜
,,,minecraft:yellow_bed,黄色床
,,,minecraft:yellow_bed_from_white_bed,把白床做成黄色床
,,,minecraft:yellow_carpet,黄色地毯
,,,minecraft:yellow_concrete_powder,黄色混凝土粉末
,,,minecraft:yellow_dye_from_dandelion,把蒲公英做成黄色染料
,,,minecraft:yellow_dye_from_sunflower,把向日葵做成黄色染料
,,,minecraft:yellow_stained_glass,黄色染色玻璃
,,,minecraft:yellow_stained_glass_pane,黄色染色玻璃板
,,,minecraft:yellow_stained_hardened_clay,黄色陶瓦
,,,minecraft:yellow_wool,黄色羊毛
